V1,sample,spot_name,cluster
1,1,spot1_1,1
2,1,spot2_1,1
3,1,spot3_1,1
4,1,spot4_1,3
5,1,spot5_1,3
6,1,spot6_1,3
7,1,spot7_1,3
8,1,spot8_1,3
9,1,spot9_1,3
10,1,spot10_1,1
11,1,spot11_1,3
12,1,spot12_1,3
13,1,spot13_1,1
14,1,spot14_1,3
15,1,spot15_1,3
16,1,spot16_1,3
17,1,spot17_1,3
18,1,spot18_1,3
19,1,spot19_1,3
20,1,spot20_1,3
21,1,spot21_1,3
22,1,spot22_1,3
23,1,spot23_1,3
24,1,spot24_1,1
25,1,spot25_1,3
26,1,spot26_1,3
27,1,spot27_1,3
28,1,spot28_1,3
29,1,spot29_1,3
30,1,spot30_1,3
31,1,spot31_1,3
32,1,spot32_1,3
33,1,spot33_1,3
34,1,spot34_1,3
35,1,spot35_1,1
36,1,spot36_1,3
37,1,spot37_1,3
38,1,spot38_1,1
39,1,spot39_1,3
40,1,spot40_1,3
41,1,spot41_1,3
42,1,spot42_1,3
43,1,spot43_1,3
44,1,spot44_1,3
45,1,spot45_1,3
46,1,spot46_1,1
47,1,spot47_1,3
48,1,spot48_1,3
49,1,spot49_1,3
50,1,spot50_1,3
51,1,spot51_1,3
52,1,spot52_1,3
53,1,spot53_1,3
54,1,spot54_1,3
55,1,spot55_1,3
56,1,spot56_1,3
57,1,spot57_1,1
58,1,spot58_1,1
59,1,spot59_1,3
60,1,spot60_1,3
61,1,spot61_1,1
62,1,spot62_1,3
63,1,spot63_1,3
64,1,spot64_1,3
65,1,spot65_1,3
66,1,spot66_1,3
67,1,spot67_1,3
68,1,spot68_1,1
69,1,spot69_1,3
70,1,spot70_1,3
71,1,spot71_1,3
72,1,spot72_1,3
73,1,spot73_1,3
74,1,spot74_1,3
75,1,spot75_1,3
76,1,spot76_1,3
77,1,spot77_1,3
78,1,spot78_1,3
79,1,spot79_1,1
80,1,spot80_1,3
81,1,spot81_1,3
82,1,spot82_1,3
83,1,spot83_1,3
84,1,spot84_1,3
85,1,spot85_1,3
86,1,spot86_1,3
87,1,spot87_1,3
88,1,spot88_1,3
89,1,spot89_1,3
90,1,spot90_1,1
91,1,spot91_1,3
92,1,spot92_1,3
93,1,spot93_1,3
94,1,spot94_1,3
95,1,spot95_1,3
96,1,spot96_1,3
97,1,spot97_1,3
98,1,spot98_1,3
99,1,spot99_1,3
100,1,spot100_1,3
101,1,spot101_1,1
102,1,spot102_1,1
103,1,spot103_1,3
104,1,spot104_1,3
105,1,spot105_1,3
106,1,spot106_1,1
107,1,spot107_1,3
108,1,spot108_1,3
109,1,spot109_1,1
110,1,spot110_1,3
111,1,spot111_1,3
112,1,spot112_1,1
113,1,spot113_1,1
114,1,spot114_1,3
115,1,spot115_1,1
116,1,spot116_1,1
117,1,spot117_1,1
118,1,spot118_1,1
119,1,spot119_1,1
120,1,spot120_1,1
121,1,spot121_1,1
122,1,spot122_1,1
123,1,spot123_1,1
124,1,spot124_1,1
125,1,spot125_1,1
126,1,spot126_1,1
127,1,spot127_1,1
128,1,spot128_1,1
129,1,spot129_1,1
130,1,spot130_1,1
131,1,spot131_1,1
132,1,spot132_1,1
133,1,spot133_1,1
134,1,spot134_1,1
135,1,spot135_1,1
136,1,spot136_1,1
137,1,spot137_1,1
138,1,spot138_1,1
139,1,spot139_1,1
140,1,spot140_1,1
141,1,spot141_1,1
142,1,spot142_1,1
143,1,spot143_1,1
144,1,spot144_1,1
145,1,spot145_1,1
146,1,spot146_1,1
147,1,spot147_1,1
148,1,spot148_1,3
149,1,spot149_1,1
150,1,spot150_1,1
151,1,spot151_1,1
152,1,spot152_1,1
153,1,spot153_1,1
154,1,spot154_1,1
155,1,spot155_1,1
156,1,spot156_1,1
157,1,spot157_1,1
158,1,spot158_1,1
159,1,spot159_1,1
160,1,spot160_1,1
161,1,spot161_1,1
162,1,spot162_1,1
163,1,spot163_1,1
164,1,spot164_1,1
165,1,spot165_1,1
166,1,spot166_1,1
167,1,spot167_1,1
168,1,spot168_1,1
169,1,spot169_1,1
170,1,spot170_1,1
171,1,spot171_1,1
172,1,spot172_1,1
173,1,spot173_1,1
174,1,spot174_1,1
175,1,spot175_1,1
176,1,spot176_1,1
177,1,spot177_1,1
178,1,spot178_1,1
179,1,spot179_1,1
180,1,spot180_1,1
181,1,spot181_1,1
182,1,spot182_1,1
183,1,spot183_1,1
184,1,spot184_1,1
185,1,spot185_1,1
186,1,spot186_1,1
187,1,spot187_1,1
188,1,spot188_1,1
189,1,spot189_1,1
190,1,spot190_1,1
191,1,spot191_1,1
192,1,spot192_1,1
193,1,spot193_1,1
194,1,spot194_1,1
195,1,spot195_1,1
196,1,spot196_1,1
197,1,spot197_1,1
198,1,spot198_1,1
199,1,spot199_1,1
200,1,spot200_1,1
201,1,spot201_1,1
202,1,spot202_1,1
203,1,spot203_1,1
204,1,spot204_1,1
205,1,spot205_1,1
206,1,spot206_1,1
207,1,spot207_1,1
208,1,spot208_1,1
209,1,spot209_1,1
210,1,spot210_1,1
211,1,spot211_1,1
212,1,spot212_1,1
213,1,spot213_1,1
214,1,spot214_1,1
215,1,spot215_1,1
216,1,spot216_1,1
217,1,spot217_1,1
218,1,spot218_1,1
219,1,spot219_1,1
220,1,spot220_1,1
221,1,spot221_1,1
222,1,spot222_1,1
223,1,spot223_1,1
224,1,spot224_1,1
225,1,spot225_1,1
226,1,spot226_1,1
227,1,spot227_1,1
