,sample,spot_name,cluster
0,slice1,spot1,1
1,slice1,spot2,1
2,slice1,spot3,1
3,slice1,spot4,1
4,slice1,spot5,1
5,slice1,spot6,1
6,slice1,spot7,1
7,slice1,spot8,1
8,slice1,spot9,1
9,slice1,spot10,1
10,slice1,spot11,1
11,slice1,spot12,1
12,slice1,spot13,1
13,slice1,spot14,1
14,slice1,spot15,1
15,slice1,spot16,1
16,slice1,spot17,1
17,slice1,spot18,0
18,slice1,spot19,0
19,slice1,spot20,0
20,slice1,spot21,1
21,slice1,spot22,1
22,slice1,spot23,1
23,slice1,spot24,1
24,slice1,spot25,1
25,slice1,spot26,1
26,slice1,spot27,1
27,slice1,spot28,1
28,slice1,spot29,1
29,slice1,spot30,1
30,slice1,spot31,1
31,slice1,spot32,1
32,slice1,spot33,1
33,slice1,spot34,1
34,slice1,spot35,1
35,slice1,spot36,1
36,slice1,spot37,1
37,slice1,spot38,0
38,slice1,spot39,1
39,slice1,spot40,1
40,slice1,spot41,1
41,slice1,spot42,1
42,slice1,spot43,1
43,slice1,spot44,1
44,slice1,spot45,1
45,slice1,spot46,1
46,slice1,spot47,1
47,slice1,spot48,1
48,slice1,spot49,1
49,slice1,spot50,1
50,slice1,spot51,1
51,slice1,spot52,1
52,slice1,spot53,1
53,slice1,spot54,1
54,slice1,spot55,1
55,slice1,spot56,1
56,slice1,spot57,1
57,slice1,spot58,1
58,slice1,spot59,1
59,slice1,spot60,1
60,slice1,spot61,1
61,slice1,spot62,1
62,slice1,spot63,1
63,slice1,spot64,1
64,slice1,spot65,1
65,slice1,spot66,0
66,slice1,spot67,1
67,slice1,spot68,1
68,slice1,spot69,1
69,slice1,spot70,1
70,slice1,spot71,1
71,slice1,spot72,1
72,slice1,spot73,1
73,slice1,spot74,1
74,slice1,spot75,1
75,slice1,spot76,1
76,slice1,spot77,0
77,slice1,spot78,1
78,slice1,spot79,0
79,slice1,spot80,1
80,slice1,spot81,1
81,slice1,spot82,1
82,slice1,spot83,1
83,slice1,spot84,1
84,slice1,spot85,1
85,slice1,spot86,0
86,slice1,spot87,1
87,slice1,spot88,1
88,slice1,spot89,1
89,slice1,spot90,1
90,slice1,spot91,1
91,slice1,spot92,1
92,slice1,spot93,1
93,slice1,spot94,0
94,slice1,spot95,0
95,slice1,spot96,1
96,slice1,spot97,1
97,slice1,spot98,1
98,slice1,spot99,1
99,slice1,spot100,1
100,slice1,spot101,0
101,slice1,spot102,0
102,slice1,spot103,0
103,slice1,spot104,0
104,slice1,spot105,0
105,slice1,spot106,0
106,slice1,spot107,0
107,slice1,spot108,0
108,slice1,spot109,0
109,slice1,spot110,0
110,slice1,spot111,0
111,slice1,spot112,0
112,slice1,spot113,0
113,slice1,spot114,0
114,slice1,spot115,0
115,slice1,spot116,0
116,slice1,spot117,0
117,slice1,spot118,0
118,slice1,spot119,3
119,slice1,spot120,0
120,slice1,spot121,0
121,slice1,spot122,0
122,slice1,spot123,0
123,slice1,spot124,0
124,slice1,spot125,0
125,slice1,spot126,3
126,slice1,spot127,0
127,slice1,spot128,0
128,slice1,spot129,0
129,slice1,spot130,0
130,slice1,spot131,0
131,slice1,spot132,1
132,slice1,spot133,0
133,slice1,spot134,0
134,slice1,spot135,0
135,slice1,spot136,0
136,slice1,spot137,0
137,slice1,spot138,1
138,slice1,spot139,3
139,slice1,spot140,0
140,slice1,spot141,0
141,slice1,spot142,0
142,slice1,spot143,0
143,slice1,spot144,0
144,slice1,spot145,0
145,slice1,spot146,0
146,slice1,spot147,0
147,slice1,spot148,0
148,slice1,spot149,0
149,slice1,spot150,0
150,slice1,spot151,0
151,slice1,spot152,0
152,slice1,spot153,0
153,slice1,spot154,1
154,slice1,spot155,3
155,slice1,spot156,0
156,slice1,spot157,0
157,slice1,spot158,3
158,slice1,spot159,0
159,slice1,spot160,3
160,slice1,spot161,0
161,slice1,spot162,0
162,slice1,spot163,0
163,slice1,spot164,0
164,slice1,spot165,3
165,slice1,spot166,0
166,slice1,spot167,0
167,slice1,spot168,0
168,slice1,spot169,0
169,slice1,spot170,0
170,slice1,spot171,3
171,slice1,spot172,0
172,slice1,spot173,0
173,slice1,spot174,0
174,slice1,spot175,0
175,slice1,spot176,0
176,slice1,spot177,0
177,slice1,spot178,0
178,slice1,spot179,0
179,slice1,spot180,0
180,slice1,spot181,0
181,slice1,spot182,0
182,slice1,spot183,0
183,slice1,spot184,0
184,slice1,spot185,0
185,slice1,spot186,1
186,slice1,spot187,0
187,slice1,spot188,0
188,slice1,spot189,0
189,slice1,spot190,3
190,slice1,spot191,0
191,slice1,spot192,3
192,slice1,spot193,3
193,slice1,spot194,0
194,slice1,spot195,0
195,slice1,spot196,3
196,slice1,spot197,0
197,slice1,spot198,0
198,slice1,spot199,0
199,slice1,spot200,0
200,slice1,spot201,3
201,slice1,spot202,3
202,slice1,spot203,3
203,slice1,spot204,0
204,slice1,spot205,0
205,slice1,spot206,0
206,slice1,spot207,3
207,slice1,spot208,2
208,slice1,spot209,3
209,slice1,spot210,3
210,slice1,spot211,3
211,slice1,spot212,2
212,slice1,spot213,2
213,slice1,spot214,3
214,slice1,spot215,3
215,slice1,spot216,3
216,slice1,spot217,0
217,slice1,spot218,3
218,slice1,spot219,3
219,slice1,spot220,3
220,slice1,spot221,3
221,slice1,spot222,3
222,slice1,spot223,3
223,slice1,spot224,3
224,slice1,spot225,3
225,slice1,spot226,3
226,slice1,spot227,3
227,slice1,spot228,3
228,slice1,spot229,3
229,slice1,spot230,3
230,slice1,spot231,3
231,slice1,spot232,3
232,slice1,spot233,3
233,slice1,spot234,3
234,slice1,spot235,3
235,slice1,spot236,3
236,slice1,spot237,3
237,slice1,spot238,3
238,slice1,spot239,3
239,slice1,spot240,3
240,slice1,spot241,3
241,slice1,spot242,0
242,slice1,spot243,3
243,slice1,spot244,3
244,slice1,spot245,0
245,slice1,spot246,3
246,slice1,spot247,2
247,slice1,spot248,3
248,slice1,spot249,3
249,slice1,spot250,3
250,slice1,spot251,3
251,slice1,spot252,2
252,slice1,spot253,3
253,slice1,spot254,3
254,slice1,spot255,0
255,slice1,spot256,3
256,slice1,spot257,3
257,slice1,spot258,2
258,slice1,spot259,0
259,slice1,spot260,3
260,slice1,spot261,3
261,slice1,spot262,3
262,slice1,spot263,3
263,slice1,spot264,3
264,slice1,spot265,3
265,slice1,spot266,3
266,slice1,spot267,2
267,slice1,spot268,3
268,slice1,spot269,3
269,slice1,spot270,3
270,slice1,spot271,3
271,slice1,spot272,3
272,slice1,spot273,3
273,slice1,spot274,0
274,slice1,spot275,3
275,slice1,spot276,3
276,slice1,spot277,2
277,slice1,spot278,3
278,slice1,spot279,3
279,slice1,spot280,2
280,slice1,spot281,3
281,slice1,spot282,0
282,slice1,spot283,3
283,slice1,spot284,3
284,slice1,spot285,0
285,slice1,spot286,3
286,slice1,spot287,0
287,slice1,spot288,3
288,slice1,spot289,0
289,slice1,spot290,3
290,slice1,spot291,3
291,slice1,spot292,3
292,slice1,spot293,3
293,slice1,spot294,3
294,slice1,spot295,3
295,slice1,spot296,3
296,slice1,spot297,3
297,slice1,spot298,3
298,slice1,spot299,0
299,slice1,spot300,3
300,slice1,spot301,2
301,slice1,spot302,3
302,slice1,spot303,3
303,slice1,spot304,0
304,slice1,spot305,0
